"rt","responses","stimulus","key_press","test_part","correct_response","new_SSD","correct","practice","response","trial_type","trial_index"
"395.1799999922514","N/A","img/Pinkstar.jpg","76","p_goP","l","N/A","true","true","N/A","go","53"
"354.69500004546717","N/A","img/Pinkstar.jpg","76","p_goP","l","N/A","true","true","N/A","go","56"
"320.2750000054948","N/A","img/Yellowstar.jpg","68","y_goP","d","N/A","true","true","N/A","go","59"
"346.7700000037439","N/A","img/Yellowstar.jpg","68","y_goP","d","N/A","true","true","N/A","go","62"
"386.4799999864772","N/A","img/Pinkstar.jpg","76","p_goP","l","N/A","true","true","N/A","go","65"
"607.3500000056811","N/A","img/Yellowstar.jpg","68","y_goP","d","N/A","true","true","N/A","go","68"
"490.8250000444241","N/A","img/Yellowstar.jpg","68","y_goP","d","N/A","true","true","N/A","go","71"
"696.4900000020862","N/A","img/Pinkstar.jpg","68","p_go","l","N/A","false","true","N/A","go","77"
"543.6500000068918","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","true","N/A","go","80"
"430.7050000061281","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","true","N/A","go","83"
"945.27000002563","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","true","N/A","go","86"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","300","true","true","N/A","nogo","89"
"816.0849999985658","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","true","N/A","go","92"
"898.5549999633804","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","true","N/A","go","95"
"810.3199999895878","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","true","N/A","go","98"
"730.779999983497","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","true","N/A","go","101"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","350","true","true","N/A","nogo","104"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","400","true","true","N/A","nogo","107"
"null","N/A","img/Pinkstar.jpg","null","p_go","l","N/A","false","true","N/A","go","110"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","450","true","true","N/A","nogo","113"
"718.239999958314","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","true","N/A","go","116"
"723.0649999692105","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","true","N/A","go","119"
"737.3450000304729","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","true","N/A","go","122"
"869.9100000085309","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","127"
"854.5399999711663","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","130"
"785.4350000270642","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","133"
"831.01500000339","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","136"
"829.8549999599345","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","139"
"800.0350000220351","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","142"
"847.7449999772944","N/A","img/Pinkstar.jpg","76","p_nogo","null","400","false","false","N/A","nogo","145"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","450","true","false","N/A","nogo","148"
"670.9250000421889","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","151"
"917.5400000531226","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","154"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","500","true","false","N/A","nogo","157"
"null","N/A","img/Yellowstar.jpg","null","y_go","d","N/A","false","false","N/A","go","160"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","500","true","false","N/A","nogo","163"
"853.5900000133552","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","166"
"812.7150000073016","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","169"
"804.2600000044331","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","172"
"813.3350000134669","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","175"
"711.2450000131503","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","178"
"761.0100000165403","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","181"
"847.7950000087731","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","184"
"11805.679999990389","{""engagement"":7,""motivation"":5,""confidence"":5}","N/A","N/A","engagement","N/A","N/A","N/A","N/A","N/A","survey-likert","186"
"15650.759999989532","N/A","N/A","N/A","mind_wandering_slider","N/A","N/A","N/A","N/A","0","html-slider-response","187"
"8758.565000025555","{""mind wandering 2"":1}","N/A","N/A","mind_wandering_mc","N/A","N/A","N/A","N/A","N/A","survey-likert","188"
"null","N/A","img/Pinkstar.jpg","null","p_go","l","N/A","false","false","N/A","go","190"
"446.84499996947125","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","193"
"606.389999971725","N/A","img/Yellowstar.jpg","68","y_nogo","null","450","false","false","N/A","nogo","196"
"870.8500000066124","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","199"
"818.8499999814667","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","202"
"711.5549999871291","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","205"
"765.8749999827705","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","208"
"829.5500000240281","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","211"
"620.6549999769777","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","214"
"775.9700000169687","N/A","img/Pinkstar.jpg","76","p_nogo","null","400","false","false","N/A","nogo","217"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","450","true","false","N/A","nogo","220"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","500","true","false","N/A","nogo","223"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","500","true","false","N/A","nogo","228"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","500","true","false","N/A","nogo","231"
"576.7999999807216","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","234"
"728.2899999991059","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","237"
"null","N/A","img/Yellowstar.jpg","null","y_go","d","N/A","false","false","N/A","go","240"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","500","true","false","N/A","nogo","243"
"672.9150000028312","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","246"
"638.985000026878","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","249"
"725.7950000348501","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","252"
"919.3199999863282","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","255"
"929.424999980256","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","258"
"896.6399999917485","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","261"
"904.8250000341795","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","264"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","500","true","false","N/A","nogo","267"
"null","N/A","img/Yellowstar.jpg","null","y_go","d","N/A","false","false","N/A","go","270"
"911.870000010822","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","273"
"953.6150000058115","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","276"
"758.8649999815971","N/A","img/Yellowstar.jpg","68","y_nogo","null","450","false","false","N/A","nogo","279"
"883.6449999944307","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","282"
"781.7550000036135","N/A","img/Pinkstar.jpg","68","p_go","l","N/A","false","false","N/A","go","285"
"825.5699999863282","N/A","img/Pinkstar.jpg","68","p_go","l","N/A","false","false","N/A","go","288"
"819.4050000165589","N/A","img/Yellowstar.jpg","76","y_go","d","N/A","false","false","N/A","go","291"
"935.6949999928474","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","294"
"12251.575000002049","{""engagement"":6,""motivation"":5,""confidence"":4}","N/A","N/A","engagement","N/A","N/A","N/A","N/A","N/A","survey-likert","296"
"6065.414999960922","N/A","N/A","N/A","mind_wandering_slider","N/A","N/A","N/A","N/A","14","html-slider-response","297"
"4287.10499999579","{""mind wandering 2"":2}","N/A","N/A","mind_wandering_mc","N/A","N/A","N/A","N/A","N/A","survey-likert","298"
"520.9950000280514","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","300"
"547.5899999728426","N/A","img/Pinkstar.jpg","76","p_nogo","null","400","false","false","N/A","nogo","303"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","450","true","false","N/A","nogo","306"
"719.8799999896437","N/A","img/Pinkstar.jpg","68","p_go","l","N/A","false","false","N/A","go","309"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","500","true","false","N/A","nogo","312"
"733.3999999682419","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","315"
"914.7000000230037","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","318"
"876.0049999691546","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","321"
"null","N/A","img/Yellowstar.jpg","null","y_go","d","N/A","false","false","N/A","go","324"
"789.8450000211596","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","329"
"838.5999999591149","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","332"
"669.3450000020675","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","335"
"691.385000012815","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","338"
"749.7500000172295","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","341"
"670.464999973774","N/A","img/Pinkstar.jpg","76","p_nogo","null","450","false","false","N/A","nogo","344"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","500","true","false","N/A","nogo","347"
"775.9049999876879","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","350"
"660.5599999893457","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","353"
"703.0199999571778","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","356"
"741.32999998983","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","359"
"739.7999999811873","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","362"
"822.1149999881163","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","365"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","500","true","false","N/A","nogo","368"
"807.7349999803118","N/A","img/Pinkstar.jpg","76","p_nogo","null","450","false","false","N/A","nogo","371"
"null","N/A","img/Pinkstar.jpg","null","p_go","l","N/A","false","false","N/A","go","374"
"682.2349999565631","N/A","img/Pinkstar.jpg","76","p_nogo","null","400","false","false","N/A","nogo","377"
"null","N/A","img/Pinkstar.jpg","null","p_go","l","N/A","false","false","N/A","go","380"
"790.8449999522418","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","383"
"833.0450000357814","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","386"
"780.9999999590218","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","389"
"720.8150000078604","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","392"
"762.445000000298","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","395"
"735.4799999739043","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","398"
"745.0599999865517","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","401"
"12535.11499997694","{""engagement"":6,""motivation"":5,""confidence"":5}","N/A","N/A","engagement","N/A","N/A","N/A","N/A","N/A","survey-likert","403"
"4298.5699999844655","N/A","N/A","N/A","mind_wandering_slider","N/A","N/A","N/A","N/A","13","html-slider-response","404"
"9375.294999976177","{""mind wandering 2"":1}","N/A","N/A","mind_wandering_mc","N/A","N/A","N/A","N/A","N/A","survey-likert","405"
"696.0749999852851","N/A","img/Yellowstar.jpg","68","y_nogo","null","350","false","false","N/A","nogo","407"
"null","N/A","img/Pinkstar.jpg","null","p_go","l","N/A","false","false","N/A","go","410"
"998.5449999803677","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","413"
"695.899999991525","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","416"
"789.4650000380352","N/A","img/Yellowstar.jpg","68","y_nogo","null","300","false","false","N/A","nogo","419"
"925.7000000216067","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","422"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","350","true","false","N/A","nogo","425"
"680.0949999596924","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","430"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","400","true","false","N/A","nogo","433"
"682.2150000371039","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","436"
"731.7800000309944","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","439"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","450","true","false","N/A","nogo","442"
"778.6650000489317","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","445"
"712.0550000108778","N/A","img/Pinkstar.jpg","76","p_nogo","null","400","false","false","N/A","nogo","448"
"985.7499999925494","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","451"
"882.5950000318699","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","454"
"876.8300000228919","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","457"
"798.1799999834038","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","460"
"790.6049999874085","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","463"
"818.7499999767169","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","466"
"853.8000000407919","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","469"
"747.2500000149012","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","472"
"738.6500000138767","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","475"
"947.2799999639392","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","478"
"877.939999976661","N/A","img/Yellowstar.jpg","68","y_nogo","null","350","false","false","N/A","nogo","481"
"882.1950000128709","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","484"
"7153.099999995902","{""engagement"":7,""motivation"":5,""confidence"":5}","N/A","N/A","engagement","N/A","N/A","N/A","N/A","N/A","survey-likert","486"
"2226.6749999835156","N/A","N/A","N/A","mind_wandering_slider","N/A","N/A","N/A","N/A","9","html-slider-response","487"
"4806.985000032","{""mind wandering 2"":0}","N/A","N/A","mind_wandering_mc","N/A","N/A","N/A","N/A","N/A","survey-likert","488"
"636.0099999583326","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","490"
"721.3699999847449","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","493"
"611.0800000024028","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","496"
"563.434999960009","N/A","img/Yellowstar.jpg","68","y_nogo","null","300","false","false","N/A","nogo","499"
"null","N/A","img/Yellowstar.jpg","null","y_go","d","N/A","false","false","N/A","go","502"
"874.8999999952503","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","505"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","350","true","false","N/A","nogo","508"
"720.6300000543706","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","511"
"null","N/A","img/Yellowstar.jpg","null","y_nogo","null","400","true","false","N/A","nogo","514"
"716.744999983348","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","517"
"747.5550000090152","N/A","img/Yellowstar.jpg","68","y_go","d","N/A","true","false","N/A","go","520"
"null","N/A","img/Pinkstar.jpg","null","p_nogo","null","450","true","false","N/A","nogo","523"
"852.4800000013784","N/A","img/Pinkstar.jpg","76","p_go","l","N/A","true","false","N/A","go","526"
